id_respuesta,empresa_id,region,segmento,antiguedad_cliente,n_compras,nps_score,sat_producto,sat_servicio,sat_precio,sat_soporte,sat_entrega
1666,EMP080,Metropolitana,Pyme,1,4,8,3,2,2,4,3
1667,EMP080,Metropolitana,Pyme,1,3,10,3,3,1,4,2
1668,EMP080,Metropolitana,Pyme,1,2,6,3,2,2,5,4
1669,EMP080,Metropolitana,Pyme,1,1,10,3,2,3,4,3
1670,EMP080,Metropolitana,Pyme,1,5,8,3,3,2,4,3
1671,EMP080,Metropolitana,Pyme,1,2,9,3,3,2,4,3
1672,EMP081,Oriente,Pyme,4,7,6,1,1,3,3,2
1673,EMP081,Oriente,Pyme,4,7,7,3,2,2,2,3
1674,EMP081,Oriente,Pyme,4,7,7,3,2,2,3,2
1675,EMP081,Oriente,Pyme,4,8,4,4,2,1,2,1
1676,EMP081,Oriente,Pyme,4,4,4,3,3,1,3,2
1677,EMP081,Oriente,Pyme,4,8,4,4,2,1,2,2
1678,EMP081,Oriente,Pyme,4,6,4,4,2,1,2,4
1679,EMP081,Oriente,Pyme,4,5,6,2,3,4,1,3
1680,EMP081,Oriente,Pyme,4,9,9,3,3,2,2,3
1681,EMP081,Oriente,Pyme,4,7,6,4,4,1,3,4
1682,EMP081,Oriente,Pyme,4,8,5,2,3,1,2,2
1683,EMP081,Oriente,Pyme,4,6,6,1,2,2,2,2
1684,EMP081,Oriente,Pyme,4,8,5,2,3,2,2,3
1685,EMP081,Oriente,Pyme,4,4,8,2,1,1,1,2
1686,EMP081,Oriente,Pyme,4,5,4,2,3,1,1,3
1687,EMP081,Oriente,Pyme,4,6,6,3,2,3,3,2
1688,EMP081,Oriente,Pyme,4,6,4,2,1,1,2,2
1689,EMP081,Oriente,Pyme,4,7,3,3,3,1,3,4
1690,EMP081,Oriente,Pyme,4,6,3,3,1,2,2,3
1691,EMP081,Oriente,Pyme,4,7,6,3,1,3,2,1
1692,EMP081,Oriente,Pyme,4,6,4,2,3,2,1,1
1693,EMP081,Oriente,Pyme,4,8,6,3,2,3,3,2
1694,EMP081,Oriente,Pyme,4,5,6,3,1,3,2,3
1695,EMP081,Oriente,Pyme,4,6,9,2,3,4,2,2
1696,EMP081,Oriente,Pyme,4,8,5,2,2,2,3,1
1697,EMP082,Metropolitana,Pyme,6,11,6,3,4,1,3,4
1698,EMP082,Metropolitana,Pyme,6,8,10,3,2,2,2,3
1699,EMP082,Metropolitana,Pyme,6,4,9,2,2,2,3,3
1700,EMP082,Metropolitana,Pyme,6,7,8,3,2,2,4,3
1701,EMP082,Metropolitana,Pyme,6,6,5,3,2,3,4,1
1702,EMP082,Metropolitana,Pyme,6,3,7,3,1,2,3,4
1703,EMP082,Metropolitana,Pyme,6,7,10,2,1,2,3,3
1704,EMP082,Metropolitana,Pyme,6,7,6,3,3,2,3,2
1705,EMP082,Metropolitana,Pyme,6,6,8,3,3,3,3,3
1706,EMP082,Metropolitana,Pyme,6,5,8,3,5,2,4,3
1707,EMP082,Metropolitana,Pyme,6,4,8,2,3,3,3,4
1708,EMP082,Metropolitana,Pyme,6,6,8,3,3,3,3,3
1709,EMP082,Metropolitana,Pyme,6,9,7,3,1,3,4,2
1710,EMP082,Metropolitana,Pyme,6,6,8,3,4,2,3,1
1711,EMP082,Metropolitana,Pyme,6,7,6,4,4,2,2,3
1712,EMP082,Metropolitana,Pyme,6,5,8,3,2,3,4,3
1713,EMP082,Metropolitana,Pyme,6,6,7,4,3,3,4,3
1714,EMP083,Centro,Pyme,6,7,8,3,1,3,3,3
1715,EMP083,Centro,Pyme,6,5,5,3,2,3,2,3
1716,EMP083,Centro,Pyme,6,8,6,1,2,3,2,2
1717,EMP083,Centro,Pyme,6,6,9,3,2,1,2,4
1718,EMP083,Centro,Pyme,6,6,9,2,2,2,3,3
1719,EMP083,Centro,Pyme,6,8,7,3,2,3,3,5
1720,EMP083,Centro,Pyme,6,4,6,2,3,5,3,2
1721,EMP083,Centro,Pyme,6,4,8,4,1,1,3,3
1722,EMP083,Centro,Pyme,6,9,8,2,2,1,2,3
1723,EMP083,Centro,Pyme,6,9,9,5,3,2,4,4
1724,EMP083,Centro,Pyme,6,8,10,2,2,1,1,3
1725,EMP083,Centro,Pyme,6,8,7,2,4,3,1,2
1726,EMP083,Centro,Pyme,6,10,10,3,2,3,1,1
1727,EMP083,Centro,Pyme,6,8,8,3,2,2,4,1
1728,EMP083,Centro,Pyme,6,6,8,3,4,2,3,2
1729,EMP083,Centro,Pyme,6,9,8,3,2,1,3,3
1730,EMP083,Centro,Pyme,6,2,5,3,2,3,3,4
1731,EMP083,Centro,Pyme,6,6,7,3,3,1,2,3
1732,EMP083,Centro,Pyme,6,4,5,3,4,1,3,2
1733,EMP083,Centro,Pyme,6,6,8,3,2,2,2,3
1734,EMP083,Centro,Pyme,6,5,5,4,3,1,3,3
1735,EMP083,Centro,Pyme,6,5,10,5,3,3,2,3
1736,EMP083,Centro,Pyme,6,4,9,3,3,3,3,3
1737,EMP083,Centro,Pyme,6,6,9,3,5,4,3,2
1738,EMP084,Oriente,Pyme,7,5,6,3,3,3,3,2
1739,EMP084,Oriente,Pyme,7,8,4,2,2,2,2,2
1740,EMP084,Oriente,Pyme,7,7,5,3,3,2,3,5
1741,EMP084,Oriente,Pyme,7,9,5,3,3,2,1,2
1742,EMP084,Oriente,Pyme,7,7,3,3,2,3,3,3
1743,EMP084,Oriente,Pyme,7,6,3,2,2,2,2,2
1744,EMP084,Oriente,Pyme,7,5,8,3,1,3,2,3
1745,EMP084,Oriente,Pyme,7,8,4,2,1,3,3,2
1746,EMP084,Oriente,Pyme,7,3,7,2,2,2,2,3
1747,EMP084,Oriente,Pyme,7,5,2,2,1,3,3,3
1748,EMP084,Oriente,Pyme,7,6,8,3,2,2,1,2
1749,EMP084,Oriente,Pyme,7,4,5,2,3,3,4,2
1750,EMP084,Oriente,Pyme,7,10,9,5,1,3,3,2
1751,EMP084,Oriente,Pyme,7,9,2,3,3,3,2,2
1752,EMP084,Oriente,Pyme,7,7,2,3,4,2,3,2
1753,EMP084,Oriente,Pyme,7,11,4,2,1,3,2,2
1754,EMP084,Oriente,Pyme,7,7,3,1,3,3,2,3
1755,EMP085,Occidente,Grande,5,6,9,3,1,2,3,3
1756,EMP085,Occidente,Grande,5,7,8,1,4,2,3,4
1757,EMP085,Occidente,Grande,5,7,6,3,3,2,2,4
1758,EMP085,Occidente,Grande,5,8,5,1,3,2,2,2
1759,EMP085,Occidente,Grande,5,6,7,3,2,2,3,1
1760,EMP085,Occidente,Grande,5,5,6,3,3,2,3,3
1761,EMP085,Occidente,Grande,5,8,7,4,3,4,3,3
1762,EMP085,Occidente,Grande,5,6,8,3,3,2,1,4
1763,EMP085,Occidente,Grande,5,6,6,3,4,3,4,3
1764,EMP085,Occidente,Grande,5,3,8,4,3,3,2,3
1765,EMP085,Occidente,Grande,5,6,10,3,2,3,3,2
1766,EMP085,Occidente,Grande,5,4,8,2,2,3,1,5
1767,EMP085,Occidente,Grande,5,6,9,3,2,1,1,3
1768,EMP085,Occidente,Grande,5,6,8,2,2,3,2,2
1769,EMP085,Occidente,Grande,5,9,8,2,2,4,2,3
1770,EMP085,Occidente,Grande,5,8,5,3,2,1,3,3
1771,EMP086,Oriente,Mediana,2,5,6,2,2,2,2,3
1772,EMP086,Oriente,Mediana,2,6,7,2,2,1,1,1
1773,EMP086,Oriente,Mediana,2,5,3,3,2,1,3,3
1774,EMP086,Oriente,Mediana,2,7,9,2,1,1,3,2
1775,EMP086,Oriente,Mediana,2,2,5,1,3,2,3,2
1776,EMP086,Oriente,Mediana,2,3,2,1,2,1,1,4
1777,EMP086,Oriente,Mediana,2,5,6,1,2,2,3,2
1778,EMP086,Oriente,Mediana,2,7,8,3,1,2,2,2
1779,EMP086,Oriente,Mediana,2,5,5,3,2,1,2,3
1780,EMP086,Oriente,Mediana,2,3,6,3,3,3,4,3
1781,EMP086,Oriente,Mediana,2,6,8,2,2,1,3,3
1782,EMP086,Oriente,Mediana,2,7,5,2,2,3,4,4
1783,EMP086,Oriente,Mediana,2,4,4,2,3,3,2,1
1784,EMP086,Oriente,Mediana,2,3,6,2,3,3,1,3
1785,EMP086,Oriente,Mediana,2,7,8,2,1,2,2,2
1786,EMP086,Oriente,Mediana,2,6,6,1,4,2,2,2
1787,EMP086,Oriente,Mediana,2,6,7,2,2,1,4,2
1788,EMP086,Oriente,Mediana,2,5,10,2,2,2,1,4
1789,EMP086,Oriente,Mediana,2,10,5,3,2,1,2,4
1790,EMP086,Oriente,Mediana,2,7,4,2,2,2,3,3
1791,EMP086,Oriente,Mediana,2,7,8,2,2,1,2,3
1792,EMP087,Metropolitana,Pyme,7,5,5,3,3,2,2,3
1793,EMP087,Metropolitana,Pyme,7,7,10,1,2,2,3,3
1794,EMP087,Metropolitana,Pyme,7,9,6,3,3,3,3,3
1795,EMP087,Metropolitana,Pyme,7,8,7,3,3,4,3,4
1796,EMP087,Metropolitana,Pyme,7,7,10,4,4,2,4,3
1797,EMP087,Metropolitana,Pyme,7,8,6,2,2,3,4,4
1798,EMP087,Metropolitana,Pyme,7,10,7,2,1,2,3,2
1799,EMP087,Metropolitana,Pyme,7,8,4,2,4,3,2,3
1800,EMP087,Metropolitana,Pyme,7,4,4,3,4,3,3,3
1801,EMP087,Metropolitana,Pyme,7,7,5,3,3,3,2,3
1802,EMP087,Metropolitana,Pyme,7,7,8,2,4,1,3,2
1803,EMP087,Metropolitana,Pyme,7,10,5,3,3,3,4,3
1804,EMP087,Metropolitana,Pyme,7,6,7,2,2,2,3,4
1805,EMP087,Metropolitana,Pyme,7,9,8,2,3,3,1,2
1806,EMP087,Metropolitana,Pyme,7,6,7,2,2,2,5,3
1807,EMP087,Metropolitana,Pyme,7,6,9,3,3,2,4,2
1808,EMP087,Metropolitana,Pyme,7,10,8,4,3,2,3,3
1809,EMP087,Metropolitana,Pyme,7,8,7,3,3,2,3,4
1810,EMP088,Metropolitana,Grande,10,10,7,3,3,3,3,3
1811,EMP088,Metropolitana,Grande,10,11,5,1,3,2,3,5
1812,EMP088,Metropolitana,Grande,10,12,10,1,3,3,3,3
1813,EMP088,Metropolitana,Grande,10,12,8,2,1,4,3,2
1814,EMP088,Metropolitana,Grande,10,10,7,1,2,4,2,4
1815,EMP088,Metropolitana,Grande,10,9,7,3,2,3,3,3
1816,EMP088,Metropolitana,Grande,10,11,6,4,2,2,4,3
1817,EMP088,Metropolitana,Grande,10,10,9,4,3,4,3,2
1818,EMP088,Metropolitana,Grande,10,9,8,3,3,3,1,3
1819,EMP088,Metropolitana,Grande,10,10,5,1,3,2,3,3
1820,EMP088,Metropolitana,Grande,10,9,9,4,3,4,3,3
1821,EMP088,Metropolitana,Grande,10,10,9,3,2,2,4,3
1822,EMP088,Metropolitana,Grande,10,9,7,2,2,3,3,4
1823,EMP088,Metropolitana,Grande,10,11,6,3,1,2,2,3
1824,EMP088,Metropolitana,Grande,10,7,5,4,3,4,1,3
1825,EMP088,Metropolitana,Grande,10,7,8,4,2,2,3,4
1826,EMP088,Metropolitana,Grande,10,10,8,4,2,2,5,3
1827,EMP088,Metropolitana,Grande,10,8,5,3,2,2,2,1
1828,EMP088,Metropolitana,Grande,10,9,7,3,2,3,3,3
1829,EMP089,Metropolitana,Mediana,6,4,8,4,3,4,3,3
1830,EMP089,Metropolitana,Mediana,6,7,8,1,2,2,4,2
1831,EMP089,Metropolitana,Mediana,6,7,10,2,2,2,3,3
1832,EMP089,Metropolitana,Mediana,6,6,10,3,1,3,2,3
1833,EMP089,Metropolitana,Mediana,6,8,9,3,3,2,3,4
1834,EMP089,Metropolitana,Mediana,6,6,3,4,2,2,2,3
1835,EMP089,Metropolitana,Mediana,6,8,10,3,4,2,3,3
1836,EMP089,Metropolitana,Mediana,6,8,6,2,1,3,3,3
1837,EMP089,Metropolitana,Mediana,6,10,4,1,3,4,4,3
1838,EMP089,Metropolitana,Mediana,6,3,8,3,3,3,3,2
1839,EMP089,Metropolitana,Mediana,6,8,8,4,2,2,3,3
1840,EMP089,Metropolitana,Mediana,6,10,7,3,3,2,4,4
1841,EMP089,Metropolitana,Mediana,6,8,6,4,2,3,5,3
1842,EMP089,Metropolitana,Mediana,6,8,9,2,3,3,3,2
1843,EMP089,Metropolitana,Mediana,6,7,8,2,4,3,3,3
1844,EMP089,Metropolitana,Mediana,6,4,5,3,4,2,3,3
1845,EMP089,Metropolitana,Mediana,6,1,4,1,2,3,2,3
1846,EMP089,Metropolitana,Mediana,6,9,4,4,2,2,5,3
1847,EMP089,Metropolitana,Mediana,6,7,7,1,1,2,4,4
1848,EMP090,Centro,Pyme,2,3,8,3,2,3,2,3
1849,EMP090,Centro,Pyme,2,2,9,3,2,1,2,3
1850,EMP090,Centro,Pyme,2,7,9,2,2,3,2,2
1851,EMP090,Centro,Pyme,2,5,7,3,1,3,4,3
1852,EMP090,Centro,Pyme,2,6,6,4,3,2,3,3
1853,EMP090,Centro,Pyme,2,3,8,1,4,2,1,2
1854,EMP090,Centro,Pyme,2,3,7,2,4,3,2,3
1855,EMP090,Centro,Pyme,2,8,7,4,3,2,2,3
1856,EMP090,Centro,Pyme,2,2,7,2,1,3,4,3
1857,EMP090,Centro,Pyme,2,3,6,2,3,3,3,3
1858,EMP090,Centro,Pyme,2,4,10,4,2,3,3,4
1859,EMP090,Centro,Pyme,2,4,2,3,2,4,4,3
1860,EMP090,Centro,Pyme,2,5,10,3,4,2,1,3
1861,EMP090,Centro,Pyme,2,3,10,3,3,3,3,3
1862,EMP090,Centro,Pyme,2,5,7,4,2,1,3,2
1863,EMP090,Centro,Pyme,2,6,9,2,2,3,3,4
1864,EMP090,Centro,Pyme,2,9,6,3,4,3,2,2
1865,EMP090,Centro,Pyme,2,2,9,3,2,3,4,3
1866,EMP090,Centro,Pyme,2,7,9,2,2,2,2,3
1867,EMP090,Centro,Pyme,2,9,5,2,3,3,3,3
1868,EMP090,Centro,Pyme,2,5,4,2,3,3,4,3
1869,EMP090,Centro,Pyme,2,5,8,2,3,2,4,3
1870,EMP090,Centro,Pyme,2,6,5,2,3,2,3,2
1871,EMP090,Centro,Pyme,2,7,10,4,4,2,1,3
1872,EMP090,Centro,Pyme,2,4,8,3,2,1,1,2
1873,EMP091,Occidente,Pyme,3,7,8,3,3,3,3,4
1874,EMP091,Occidente,Pyme,3,5,7,3,2,2,1,2
1875,EMP091,Occidente,Pyme,3,4,7,3,1,3,3,2
1876,EMP091,Occidente,Pyme,3,6,9,3,1,3,3,3
1877,EMP091,Occidente,Pyme,3,5,7,4,1,1,2,3
1878,EMP091,Occidente,Pyme,3,3,7,2,3,2,2,2
1879,EMP091,Occidente,Pyme,3,4,7,3,3,2,3,3
1880,EMP091,Occidente,Pyme,3,5,8,3,3,3,2,4
1881,EMP091,Occidente,Pyme,3,4,5,1,2,2,3,2
1882,EMP091,Occidente,Pyme,3,7,4,1,3,2,2,2
1883,EMP091,Occidente,Pyme,3,7,6,2,4,3,2,1
1884,EMP091,Occidente,Pyme,3,5,3,4,5,3,3,4
1885,EMP091,Occidente,Pyme,3,3,4,3,3,3,3,2
1886,EMP091,Occidente,Pyme,3,5,6,3,1,2,4,2
1887,EMP091,Occidente,Pyme,3,10,4,2,2,3,2,3
1888,EMP091,Occidente,Pyme,3,5,8,3,3,1,5,2
1889,EMP091,Occidente,Pyme,3,7,6,3,1,2,3,3
1890,EMP091,Occidente,Pyme,3,2,5,2,1,3,3,2
1891,EMP091,Occidente,Pyme,3,4,8,2,2,3,3,3
1892,EMP091,Occidente,Pyme,3,5,6,2,3,3,4,1
1893,EMP091,Occidente,Pyme,3,3,8,2,2,2,4,3
1894,EMP091,Occidente,Pyme,3,5,7,3,3,3,4,3
1895,EMP091,Occidente,Pyme,3,9,6,2,2,1,2,3
1896,EMP091,Occidente,Pyme,3,6,4,3,3,3,2,1
1897,EMP092,Metropolitana,Mediana,1,7,2,4,3,4,2,4
1898,EMP092,Metropolitana,Mediana,1,2,3,3,2,2,3,3
1899,EMP092,Metropolitana,Mediana,1,5,4,2,4,3,3,4
1900,EMP092,Metropolitana,Mediana,1,6,6,1,2,2,5,4
1901,EMP092,Metropolitana,Mediana,1,6,9,3,3,3,2,5
1902,EMP092,Metropolitana,Mediana,1,7,6,3,3,3,5,3
1903,EMP092,Metropolitana,Mediana,1,5,3,3,2,2,4,4
1904,EMP092,Metropolitana,Mediana,1,4,5,3,3,2,3,4
1905,EMP092,Metropolitana,Mediana,1,6,8,3,2,2,5,3
1906,EMP092,Metropolitana,Mediana,1,5,8,3,4,3,5,1
1907,EMP092,Metropolitana,Mediana,1,4,5,2,2,2,5,4
1908,EMP092,Metropolitana,Mediana,1,4,6,2,2,1,5,3
1909,EMP092,Metropolitana,Mediana,1,1,7,3,2,3,1,2
1910,EMP092,Metropolitana,Mediana,1,4,6,4,2,3,2,4
1911,EMP092,Metropolitana,Mediana,1,2,7,4,4,2,2,3
1912,EMP092,Metropolitana,Mediana,1,8,9,3,1,3,1,3
1913,EMP092,Metropolitana,Mediana,1,5,8,3,3,3,4,2
1914,EMP092,Metropolitana,Mediana,1,4,8,2,3,4,2,2
1915,EMP092,Metropolitana,Mediana,1,3,9,3,4,4,3,3
1916,EMP092,Metropolitana,Mediana,1,4,5,2,4,4,2,2
1917,EMP092,Metropolitana,Mediana,1,4,6,2,2,2,4,5
1918,EMP092,Metropolitana,Mediana,1,5,8,3,2,4,1,4
1919,EMP092,Metropolitana,Mediana,1,4,4,3,3,3,2,4
1920,EMP092,Metropolitana,Mediana,1,2,5,3,4,5,3,3
1921,EMP092,Metropolitana,Mediana,1,1,7,4,3,2,3,4
1922,EMP093,Metropolitana,Pyme,4,7,5,1,3,2,3,2
1923,EMP093,Metropolitana,Pyme,4,9,10,2,4,4,2,3
1924,EMP093,Metropolitana,Pyme,4,6,10,5,2,2,2,3
1925,EMP093,Metropolitana,Pyme,4,8,6,1,3,2,3,3
1926,EMP093,Metropolitana,Pyme,4,3,8,3,2,3,3,2
1927,EMP093,Metropolitana,Pyme,4,8,5,3,3,3,3,3
1928,EMP093,Metropolitana,Pyme,4,6,6,2,4,2,3,4
1929,EMP093,Metropolitana,Pyme,4,9,6,3,3,3,5,3
1930,EMP093,Metropolitana,Pyme,4,3,9,3,3,2,3,4
1931,EMP093,Metropolitana,Pyme,4,5,7,3,3,3,4,3
1932,EMP093,Metropolitana,Pyme,4,9,8,4,3,2,4,3
1933,EMP093,Metropolitana,Pyme,4,1,5,4,4,1,1,4
1934,EMP093,Metropolitana,Pyme,4,8,7,3,3,2,2,3
1935,EMP093,Metropolitana,Pyme,4,8,8,3,3,2,3,2
1936,EMP093,Metropolitana,Pyme,4,6,9,2,3,2,2,3
1937,EMP093,Metropolitana,Pyme,4,4,6,3,1,3,3,2
1938,EMP093,Metropolitana,Pyme,4,7,7,5,4,3,2,2
1939,EMP093,Metropolitana,Pyme,4,3,8,3,4,2,2,3
1940,EMP093,Metropolitana,Pyme,4,6,5,2,3,1,2,1
1941,EMP093,Metropolitana,Pyme,4,6,5,3,2,3,3,3
1942,EMP093,Metropolitana,Pyme,4,7,9,2,3,3,3,2
1943,EMP093,Metropolitana,Pyme,4,6,9,2,3,2,5,2
1944,EMP093,Metropolitana,Pyme,4,7,8,4,3,3,1,3
1945,EMP093,Metropolitana,Pyme,4,5,9,4,3,3,2,3
1946,EMP094,Norte,Pyme,9,7,8,4,2,2,3,4
1947,EMP094,Norte,Pyme,9,5,8,1,2,3,2,3
1948,EMP094,Norte,Pyme,9,6,6,3,1,3,2,2
1949,EMP094,Norte,Pyme,9,10,7,2,2,2,1,2
1950,EMP094,Norte,Pyme,9,9,4,1,2,2,1,3
1951,EMP094,Norte,Pyme,9,10,4,2,2,2,1,1
1952,EMP094,Norte,Pyme,9,9,9,2,4,2,2,4
1953,EMP094,Norte,Pyme,9,11,6,3,2,2,3,2
1954,EMP094,Norte,Pyme,9,7,4,2,2,2,3,3
1955,EMP094,Norte,Pyme,9,7,6,3,2,1,3,2
1956,EMP094,Norte,Pyme,9,10,5,2,2,1,4,4
1957,EMP094,Norte,Pyme,9,10,2,2,1,3,3,2
1958,EMP094,Norte,Pyme,9,6,6,2,2,2,3,2
1959,EMP094,Norte,Pyme,9,8,7,4,2,2,2,2
1960,EMP094,Norte,Pyme,9,11,8,4,2,2,2,3
1961,EMP095,Norte,Mediana,6,8,6,2,2,1,4,3
1962,EMP095,Norte,Mediana,6,6,10,3,2,3,3,2
1963,EMP095,Norte,Mediana,6,8,6,2,2,3,2,2
1964,EMP095,Norte,Mediana,6,8,1,3,3,2,2,2
1965,EMP095,Norte,Mediana,6,6,9,2,2,3,2,1
1966,EMP095,Norte,Mediana,6,5,4,1,2,4,2,1
1967,EMP095,Norte,Mediana,6,8,5,2,3,2,2,2
1968,EMP095,Norte,Mediana,6,9,6,1,3,1,3,2
1969,EMP095,Norte,Mediana,6,10,4,1,1,3,2,2
1970,EMP095,Norte,Mediana,6,6,5,2,1,2,2,3
1971,EMP095,Norte,Mediana,6,8,7,3,2,3,1,3
1972,EMP095,Norte,Mediana,6,8,1,3,2,3,2,3
1973,EMP095,Norte,Mediana,6,12,6,3,3,3,3,2
1974,EMP095,Norte,Mediana,6,11,7,3,1,2,2,3
1975,EMP095,Norte,Mediana,6,7,6,3,3,1,2,2
1976,EMP095,Norte,Mediana,6,9,7,1,1,1,3,2
1977,EMP095,Norte,Mediana,6,5,7,3,1,1,3,3
1978,EMP095,Norte,Mediana,6,6,7,4,3,1,3,3
1979,EMP095,Norte,Mediana,6,7,9,3,1,2,2,2
1980,EMP096,Occidente,Pyme,10,5,5,2,1,2,4,1
1981,EMP096,Occidente,Pyme,10,9,7,1,2,2,4,2
1982,EMP096,Occidente,Pyme,10,7,6,4,3,2,2,5
1983,EMP096,Occidente,Pyme,10,7,8,3,3,2,2,3
1984,EMP096,Occidente,Pyme,10,9,6,3,1,2,2,2
1985,EMP096,Occidente,Pyme,10,6,5,2,1,2,3,3
1986,EMP096,Occidente,Pyme,10,10,7,1,3,3,5,3
1987,EMP096,Occidente,Pyme,10,6,6,4,1,3,1,3
1988,EMP096,Occidente,Pyme,10,11,5,2,2,4,2,3
1989,EMP096,Occidente,Pyme,10,6,7,3,4,3,3,4
1990,EMP096,Occidente,Pyme,10,6,8,2,2,3,2,2
1991,EMP096,Occidente,Pyme,10,7,6,1,3,2,3,3
1992,EMP096,Occidente,Pyme,10,6,5,2,4,3,2,4
1993,EMP096,Occidente,Pyme,10,6,7,3,3,2,3,2
1994,EMP096,Occidente,Pyme,10,9,4,2,2,2,2,4
1995,EMP096,Occidente,Pyme,10,10,6,3,2,2,4,2
1996,EMP096,Occidente,Pyme,10,7,6,1,4,2,3,3
1997,EMP096,Occidente,Pyme,10,10,10,2,1,3,3,2
1998,EMP096,Occidente,Pyme,10,4,2,3,1,3,3,2
1999,EMP096,Occidente,Pyme,10,8,7,3,2,2,2,4
2000,EMP097,Centro,Pyme,7,6,7,3,2,3,3,2
2001,EMP097,Centro,Pyme,7,6,7,4,2,4,3,3
2002,EMP097,Centro,Pyme,7,7,10,3,2,2,3,3
2003,EMP097,Centro,Pyme,7,7,6,3,3,3,3,3
2004,EMP097,Centro,Pyme,7,4,7,2,3,3,1,3
2005,EMP097,Centro,Pyme,7,12,9,3,3,2,2,3
2006,EMP097,Centro,Pyme,7,10,6,2,2,2,2,3
2007,EMP097,Centro,Pyme,7,6,7,2,2,3,2,3
2008,EMP097,Centro,Pyme,7,11,7,3,1,1,3,3
2009,EMP097,Centro,Pyme,7,4,8,3,3,3,2,2
2010,EMP097,Centro,Pyme,7,9,7,3,3,3,2,4
2011,EMP097,Centro,Pyme,7,6,5,2,2,3,3,2
2012,EMP097,Centro,Pyme,7,8,5,1,2,2,2,4
2013,EMP097,Centro,Pyme,7,5,7,2,1,3,3,2
2014,EMP097,Centro,Pyme,7,7,3,4,3,3,2,2
2015,EMP097,Centro,Pyme,7,8,7,3,2,4,4,3
2016,EMP097,Centro,Pyme,7,6,4,4,2,1,4,2
2017,EMP097,Centro,Pyme,7,7,7,3,2,4,2,2
2018,EMP097,Centro,Pyme,7,4,10,3,2,3,4,2
2019,EMP097,Centro,Pyme,7,6,10,3,3,2,3,3
2020,EMP097,Centro,Pyme,7,8,7,3,2,2,4,3
2021,EMP097,Centro,Pyme,7,6,4,2,3,1,3,4
2022,EMP097,Centro,Pyme,7,7,9,2,3,2,3,3
2023,EMP097,Centro,Pyme,7,9,10,3,2,2,3,3
2024,EMP098,Oriente,Pyme,3,7,5,1,1,2,4,4
2025,EMP098,Oriente,Pyme,3,6,10,3,2,2,2,3
2026,EMP098,Oriente,Pyme,3,2,7,2,2,3,4,4
2027,EMP098,Oriente,Pyme,3,5,3,3,1,2,2,2
2028,EMP098,Oriente,Pyme,3,8,4,1,2,2,1,2
2029,EMP098,Oriente,Pyme,3,4,8,2,1,4,3,2
2030,EMP098,Oriente,Pyme,3,7,7,4,2,2,1,2
2031,EMP098,Oriente,Pyme,3,4,6,3,2,3,3,1
2032,EMP098,Oriente,Pyme,3,5,2,2,1,2,4,3
2033,EMP098,Oriente,Pyme,3,9,5,2,1,3,2,3
2034,EMP098,Oriente,Pyme,3,4,5,3,2,2,3,3
2035,EMP098,Oriente,Pyme,3,4,3,3,3,2,3,2
2036,EMP098,Oriente,Pyme,3,7,6,1,2,1,2,3
2037,EMP098,Oriente,Pyme,3,2,7,1,2,3,3,2
2038,EMP098,Oriente,Pyme,3,6,5,2,3,1,3,3
2039,EMP098,Oriente,Pyme,3,6,5,2,1,1,3,1
2040,EMP098,Oriente,Pyme,3,8,7,1,1,2,2,3
2041,EMP098,Oriente,Pyme,3,5,7,2,2,1,3,2
2042,EMP098,Oriente,Pyme,3,6,3,2,3,3,3,1
2043,EMP098,Oriente,Pyme,3,6,6,2,2,1,2,3
2044,EMP098,Oriente,Pyme,3,6,5,2,2,2,1,3
2045,EMP099,Occidente,Pyme,2,4,5,3,2,3,2,3
2046,EMP099,Occidente,Pyme,2,6,10,3,2,3,3,3
2047,EMP099,Occidente,Pyme,2,3,8,3,3,2,4,3
2048,EMP099,Occidente,Pyme,2,6,9,3,1,1,3,3
2049,EMP099,Occidente,Pyme,2,6,6,2,3,3,3,1
2050,EMP099,Occidente,Pyme,2,4,3,3,3,1,4,3
2051,EMP099,Occidente,Pyme,2,1,5,3,3,3,1,4
2052,EMP099,Occidente,Pyme,2,7,9,3,3,2,3,2
2053,EMP099,Occidente,Pyme,2,9,8,2,3,2,2,3
2054,EMP099,Occidente,Pyme,2,5,10,2,1,3,2,1
2055,EMP099,Occidente,Pyme,2,5,4,2,2,2,3,4
2056,EMP099,Occidente,Pyme,2,5,6,3,1,2,4,4
2057,EMP099,Occidente,Pyme,2,8,7,1,3,3,3,2
2058,EMP099,Occidente,Pyme,2,7,7,4,2,1,4,1
2059,EMP099,Occidente,Pyme,2,5,6,3,2,2,3,3
2060,EMP099,Occidente,Pyme,2,5,9,2,3,3,5,2
2061,EMP099,Occidente,Pyme,2,5,8,3,4,4,1,3
2062,EMP099,Occidente,Pyme,2,3,8,2,2,2,4,2
2063,EMP099,Occidente,Pyme,2,4,6,3,2,2,2,4
2064,EMP099,Occidente,Pyme,2,1,9,2,4,3,3,4
2065,EMP099,Occidente,Pyme,2,3,7,4,2,2,4,2
2066,EMP099,Occidente,Pyme,2,5,5,2,1,1,3,3
2067,EMP099,Occidente,Pyme,2,8,7,1,4,3,2,2
2068,EMP099,Occidente,Pyme,2,10,6,2,2,3,2,4
2069,EMP100,Oriente,Grande,9,10,2,1,3,1,3,4
2070,EMP100,Oriente,Grande,9,8,5,3,2,3,1,3
2071,EMP100,Oriente,Grande,9,11,5,1,1,3,2,4
